Team Name,Country,Region,Position,size (n),Well-being_mean,Needs_mean,Engagement_mean,Autonomy_mean,Belonging_mean,Competence_mean,Leadership_mean,Management_mean,Returns_mean,Rewards_mean,Status_mean,Myself_mean,Tasks_mean,Free_mean,Mastery_mean,Competent_mean,Learn_mean,Group_mean,Talk_mean,Care_mean,Satisfied_mean,Meaning_mean,Stay_mean,Ideas_mean,Values_mean,Understands_mean,Encourages_mean,Listens_mean,Network_mean,Friendly_mean,Team_mean,Appreciated_mean,Responsibilities_mean,Work_mean,Impact_mean,Strong_mean,Drained_mean,Frustrated_mean,Well-being_median,Needs_median,Engagement_median,Autonomy_median,Belonging_median,Competence_median,Leadership_median,Management_median,Returns_median,Rewards_median,Status_median,Myself_median,Tasks_median,Free_median,Mastery_median,Competent_median,Learn_median,Group_median,Talk_median,Care_median,Satisfied_median,Meaning_median,Stay_median,Ideas_median,Values_median,Understands_median,Encourages_median,Listens_median,Network_median,Friendly_median,Team_median,Appreciated_median,Responsibilities_median,Work_median,Impact_median,Strong_median,Drained_median,Frustrated_median,Volunteer,Staff
Las margaritas,Mexico,Americas,Volunteer,5,4.1,4.7,4.7,4.9,4.7,4.5,4.5,4.5,4.5,4.4,4.5,5.0,5.0,4.8,4.6,4.4,4.8,4.8,5.0,4.4,5.0,5.0,5.0,4.2,4.4,4.4,4.8,4.4,4.2,4.4,4.0,4.0,4.4,4.4,5.0,6.0,2.8,2.2,4.1,4.9,4.8,5.0,5.0,5.0,4.7,4.5,4.5,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,2.0,1,0
Latam RC,Ecuador,Americas,Volunteer,327,4.1,3.9,4.1,3.9,3.8,4.1,3.5,3.8,3.9,3.4,4.2,4.0,4.0,3.8,4.1,4.2,4.2,4.0,3.9,3.6,4.2,4.2,4.1,4.0,4.0,3.4,3.5,3.4,3.6,3.9,4.0,4.0,3.4,3.4,4.3,5.7,2.7,2.3,4.1,4.1,4.2,4.0,4.0,4.0,3.7,3.8,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,2.0,2.0,1,0
Learning to Change 11 Feb 2022,Cyprus,Europe,Staff,6,3.1,3.8,4.0,3.9,3.5,3.9,3.8,3.7,3.8,3.4,3.9,3.7,3.8,4.2,3.7,4.2,4.0,3.7,3.5,3.3,4.2,4.0,4.0,4.5,3.3,3.8,3.5,4.0,3.5,4.2,3.7,4.3,3.7,3.2,3.5,5.0,4.0,4.5,3.2,4.0,4.1,4.4,3.8,4.2,4.0,3.8,4.0,4.0,4.2,4.0,4.5,4.0,4.0,4.5,4.5,4.0,4.0,3.0,4.5,4.0,4.5,4.5,3.5,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,3.5,4.0,5.0,4.0,4.5,0,1
Learning to Change CRCS Team,Cyprus,Europe,Staff,7,3.9,4.1,4.1,3.9,4.1,4.4,4.0,3.8,4.0,3.1,4.3,4.0,3.9,4.0,4.6,4.1,4.1,4.1,4.0,4.3,4.0,4.3,3.9,4.0,4.1,4.3,3.9,4.0,3.9,4.3,3.4,4.1,3.0,3.3,4.4,5.6,2.7,2.7,4.1,4.2,4.2,4.0,4.0,5.0,4.0,3.8,4.5,3.5,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,6.0,2.0,2.0,0,1
Liman_District_Joint_Staff_Volunteers,Ukraine,Europe,Volunteer,13,4.4,4.3,4.5,4.4,4.3,4.3,4.5,4.4,4.6,4.3,4.3,4.5,4.5,4.3,4.4,4.2,4.6,4.5,4.0,4.3,4.5,4.5,4.6,4.5,4.4,4.7,4.3,4.5,4.6,4.5,3.1,4.3,4.2,4.5,4.3,5.8,2.2,1.5,4.6,4.5,4.6,4.3,4.3,4.0,4.7,4.7,5.0,4.5,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,6.0,2.0,1.0,1,0
Local_ City_Volunteers,Ukraine,Europe,Volunteer,16,4.0,4.5,4.4,4.6,4.4,4.4,4.7,4.4,4.3,4.3,4.6,4.6,4.6,4.6,4.4,4.4,4.6,4.4,4.4,4.6,4.4,4.7,4.4,4.3,4.4,4.8,4.6,4.7,3.9,4.8,3.1,4.6,4.4,4.3,4.7,5.2,2.8,2.2,4.1,4.8,4.7,5.0,5.0,5.0,5.0,4.6,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.5,1.5,1,0
LtC Part II - Team Moti,IFRC network,Global,Staff,6,3.1,4.2,4.2,4.3,4.0,4.4,3.4,4.2,4.3,4.4,3.9,4.2,4.3,4.3,4.3,4.5,4.7,4.3,4.0,3.5,4.2,3.8,4.5,4.2,4.2,3.2,3.3,3.7,4.0,4.8,2.7,3.8,4.7,4.2,4.0,4.8,4.0,4.3,3.1,4.2,4.2,4.3,3.8,4.2,3.5,4.4,4.2,4.2,4.0,4.0,4.5,4.0,4.0,4.5,5.0,4.0,4.0,3.5,4.0,4.0,4.5,4.0,4.0,3.0,3.5,4.0,4.0,5.0,2.5,4.0,5.0,4.0,4.5,5.0,4.0,4.0,0,1
Lubny Local Organization,Ukraine,Europe,Volunteer,3,4.9,4.4,4.7,4.0,4.6,4.8,4.3,4.6,4.8,4.3,4.8,4.0,4.0,4.0,4.7,5.0,4.7,4.3,4.7,4.7,4.7,5.0,5.0,4.7,4.3,4.3,4.3,4.3,5.0,5.0,3.7,5.0,4.3,4.3,4.7,7.0,1.3,1.0,5.0,4.5,4.8,4.0,4.7,5.0,4.7,4.8,5.0,4.5,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,7.0,1.0,1.0,1,0
Lutsk_City_Volunteers,Ukraine,Europe,Volunteer,8,3.8,4.5,4.3,4.6,4.3,4.5,4.6,4.4,4.4,4.5,4.2,4.6,4.2,4.9,4.4,4.6,4.6,4.6,4.0,4.4,4.8,4.2,4.1,4.2,4.1,4.6,4.4,4.8,4.1,4.6,3.0,4.0,4.6,4.4,4.5,5.8,4.1,1.9,3.8,4.6,4.1,4.5,4.3,4.8,4.8,4.2,4.5,4.8,4.2,5.0,4.0,5.0,4.5,5.0,5.0,5.0,4.0,4.5,5.0,4.0,4.0,4.0,4.0,5.0,4.5,5.0,4.0,5.0,3.0,4.0,5.0,4.5,5.0,6.0,4.0,2.0,1,0
Lutsk_District_Volunteers,Ukraine,Europe,Volunteer,9,4.2,4.2,4.3,4.2,4.3,4.1,4.4,4.1,4.3,3.9,4.2,4.3,4.0,4.3,4.2,4.0,4.2,4.4,4.2,4.3,4.2,4.3,4.3,4.3,4.3,4.4,4.3,4.4,4.3,4.3,2.9,4.1,4.0,3.8,4.2,5.6,2.7,1.7,4.3,4.0,4.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,3.0,1.0,1,0
Lviv City Staff Volunteers,Ukraine,Europe,Volunteer,5,4.3,4.6,4.4,4.6,4.6,4.6,4.5,4.4,4.5,4.1,4.7,4.6,4.6,4.6,4.6,4.6,4.8,4.8,4.4,4.6,4.4,4.6,4.0,4.4,4.4,4.6,4.4,4.4,4.2,4.6,2.4,4.6,4.0,4.2,4.8,6.2,2.8,1.8,4.6,4.9,4.2,5.0,4.7,5.0,4.3,4.3,4.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,6.0,3.0,1.0,1,0
Lviv District Staff Volunteers,Ukraine,Europe,Volunteer,4,4.3,4.3,4.3,4.4,4.3,4.2,4.2,4.3,4.6,4.0,4.2,4.2,4.8,4.2,4.2,4.2,4.5,4.5,4.0,4.2,4.2,4.5,4.5,4.5,3.8,4.5,4.0,4.2,4.8,4.5,2.5,3.8,4.0,4.0,4.8,6.2,2.5,1.8,4.2,4.4,4.3,4.5,4.4,4.0,4.2,4.5,5.0,4.0,4.2,4.5,5.0,4.0,4.0,4.0,5.0,4.5,4.0,4.0,4.0,4.5,4.5,4.5,4.0,4.5,4.0,4.0,5.0,4.5,2.5,4.0,4.0,4.0,5.0,6.0,3.0,1.5,1,0
Lviv Regional Staff,Ukraine,Europe,Staff,8,3.6,4.2,4.3,4.3,4.2,4.2,3.8,4.0,4.4,3.2,4.2,4.4,4.1,4.2,4.4,4.1,4.4,4.1,4.1,4.2,4.1,4.5,4.4,4.4,4.0,3.8,3.6,3.9,4.4,4.5,2.9,4.0,3.2,3.2,4.5,4.8,3.8,2.2,3.7,4.2,4.0,4.4,4.0,4.0,3.8,4.1,4.2,3.2,4.0,4.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.5,3.0,4.0,3.5,3.0,4.5,5.0,3.5,2.0,0,1
MRC AWP 2022,Mexico,Americas,Volunteer,23,3.2,3.8,3.9,3.8,3.7,4.0,3.8,4.0,4.5,3.3,4.2,3.9,4.0,3.6,3.9,4.1,4.6,4.1,3.4,3.6,3.8,3.7,4.0,4.1,3.8,3.7,3.7,3.9,4.3,4.4,3.9,4.0,3.3,3.3,4.4,4.8,4.2,3.5,3.2,4.0,4.0,4.0,3.7,4.0,4.0,4.2,4.5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,1,0
MX-MEXICO-LA PERLA-EQUIPO2,Mexico,Americas,Staff,17,3.9,3.9,3.9,3.8,3.8,4.1,3.8,4.0,4.1,3.6,4.2,3.5,3.9,3.9,3.9,4.2,4.3,3.8,4.1,3.6,4.1,4.0,3.9,4.1,3.6,3.6,3.8,3.9,3.9,3.4,3.4,4.2,3.6,3.6,4.2,6.1,3.0,2.9,3.9,4.1,4.4,4.0,4.0,4.5,4.0,4.2,4.5,4.0,4.5,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,6.0,3.0,2.0,0,1
MX-MICH-MORELIA-001,Mexico,Americas,Volunteer,9,3.5,3.4,4.2,3.2,3.2,4.0,3.3,3.3,3.4,2.7,3.8,2.8,3.3,3.3,3.8,4.2,4.0,3.2,3.4,3.0,4.0,4.8,4.0,4.1,4.1,3.3,3.0,3.4,2.9,3.1,3.6,3.4,2.9,2.6,4.2,5.6,4.1,3.3,3.7,3.2,4.4,2.7,4.0,4.5,3.7,3.3,3.5,2.5,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,3.0,1,0
MX-MICH-MORELIA-002,Mexico,Americas,Volunteer,15,3.8,4.2,4.4,4.2,4.4,4.1,4.0,4.1,4.4,3.7,4.2,4.1,4.1,4.3,4.0,4.2,4.7,4.7,4.5,4.2,4.3,4.8,4.7,4.3,4.0,3.9,4.1,4.2,4.1,4.4,3.5,4.1,3.7,3.7,4.3,5.7,3.4,2.5,3.9,4.4,4.6,4.3,4.3,4.0,4.0,4.2,4.5,3.5,4.5,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,6.0,4.0,2.0,1,0
MX-MICH-MORELIA-003,Mexico,Americas,Volunteer,9,4.1,4.2,4.6,4.1,4.0,4.5,3.7,4.2,4.0,4.0,4.7,4.3,4.7,3.4,4.6,4.4,4.3,3.9,4.2,4.0,4.7,4.6,4.9,4.8,4.1,3.9,3.6,3.7,3.7,4.1,4.0,4.6,4.1,3.9,4.9,6.3,3.1,2.2,4.3,4.2,4.8,4.3,4.0,5.0,4.0,4.3,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,3.0,1.0,1,0
MX-MICH-MORELIA-004,Mexico,Americas,Volunteer,15,3.7,3.8,3.8,3.8,3.5,4.2,3.1,3.6,3.7,2.9,4.1,3.8,3.9,3.5,3.9,4.5,4.1,3.5,3.8,3.3,3.6,4.1,3.9,4.1,3.5,3.1,3.1,3.1,3.3,3.2,3.5,3.7,3.0,2.9,4.4,5.6,3.6,3.1,3.7,4.2,4.0,4.3,4.0,4.5,3.3,4.0,4.0,3.0,4.5,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,6.0,4.0,3.0,1,0
MX-MÉXICO-LA PERLA-EQUIPO1,Mexico,Americas,Volunteer,24,4.3,4.5,4.7,4.5,4.4,4.5,4.2,4.3,4.4,3.9,4.6,4.6,4.6,4.5,4.3,4.7,4.5,4.5,4.8,4.1,4.7,4.7,4.8,4.8,4.4,4.1,4.2,4.3,4.3,4.4,3.8,4.3,3.9,3.9,4.8,6.2,2.7,1.8,4.4,4.8,4.8,5.0,4.7,5.0,4.5,4.3,4.5,4.0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,4.5,4.5,5.0,3.5,5.0,4.0,4.0,5.0,6.5,2.0,1.0,1,0
MX-SONORA-PUERTO PEÑASCO-VOLUNTARIADO N°1,Mexico,Americas,Volunteer,4,4.5,4.7,5.0,4.8,4.7,4.8,3.6,4.6,4.5,4.1,5.0,5.0,5.0,4.2,4.5,5.0,5.0,4.2,4.8,5.0,5.0,5.0,5.0,5.0,4.8,3.5,4.0,3.5,4.0,4.5,4.8,5.0,4.5,3.8,5.0,7.0,2.2,2.0,4.7,4.7,5.0,4.7,4.7,4.8,3.8,4.5,4.5,4.2,5.0,5.0,5.0,4.0,4.5,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.5,4.0,3.5,4.0,5.0,5.0,5.0,5.0,4.0,5.0,7.0,2.0,1.5,1,0
MX_MICH_ESTATAL_001,Mexico,Americas,Volunteer,21,3.7,4.3,4.4,4.2,4.3,4.3,4.1,4.2,4.4,3.7,4.4,4.3,4.3,4.1,4.1,4.5,4.6,4.2,4.5,4.0,4.2,4.6,4.5,4.6,4.2,4.1,4.1,4.2,4.2,4.4,4.1,4.2,3.7,3.7,4.5,5.7,3.4,3.0,3.9,4.5,4.6,4.7,4.3,4.5,4.3,4.2,4.5,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,4.0,3.0,1,0
MX_MICH_ESTATAL_002,Mexico,Americas,Volunteer,19,4.0,4.3,4.4,4.2,4.2,4.5,4.0,4.0,4.2,3.3,4.4,4.2,4.3,4.1,4.3,4.7,4.7,4.5,4.4,3.7,4.3,4.6,4.5,4.3,4.3,4.0,4.0,3.9,3.7,4.4,4.2,4.3,3.4,3.3,4.4,6.1,3.0,2.5,4.3,4.4,4.6,4.7,4.3,5.0,4.3,4.0,4.5,3.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,6.0,3.0,2.0,1,0
MX_MICH_ESTATAL_003,Mexico,Americas,Volunteer,26,3.8,4.3,4.3,4.3,4.3,4.2,4.0,4.0,4.0,3.6,4.3,4.3,4.3,4.3,4.1,4.3,4.3,4.2,4.5,4.2,4.1,4.5,4.7,4.3,4.1,4.0,3.8,4.2,3.7,4.2,4.2,4.1,3.6,3.7,4.6,5.8,3.3,2.8,3.9,4.5,4.5,4.7,4.5,4.5,4.3,4.0,4.0,4.0,4.5,5.0,5.0,5.0,4.0,5.0,4.5,5.0,5.0,4.0,4.0,5.0,5.0,4.5,4.0,4.0,4.0,4.5,4.0,4.0,4.5,4.0,4.0,4.0,5.0,6.0,3.5,2.5,1,0
MX_MICH_ESTATAL_004,Mexico,Americas,Volunteer,11,4.2,4.4,4.6,4.3,4.3,4.7,4.0,4.2,4.5,3.6,4.4,4.3,4.5,4.1,4.5,5.0,4.7,4.6,4.5,3.8,4.5,4.8,4.7,4.5,4.4,3.9,4.0,4.0,4.2,4.1,3.8,4.3,3.6,3.6,4.5,5.7,2.7,1.8,4.3,4.5,4.8,4.7,4.3,4.5,4.0,4.2,4.5,3.5,4.5,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,6.0,3.0,1.0,1,0
MX_MICH_LAPIEDAD_001,Mexico,Americas,Volunteer,16,4.2,4.2,4.1,4.2,4.1,4.2,3.5,4.0,4.2,3.8,4.1,4.3,4.4,4.1,4.0,4.4,4.8,4.2,4.2,3.9,4.4,4.3,4.2,4.0,3.8,3.4,3.6,3.6,3.6,3.9,3.6,3.9,4.0,3.7,4.4,6.2,2.7,2.2,4.3,4.4,4.2,4.7,4.3,4.5,3.7,4.2,4.2,4.0,4.5,5.0,5.0,4.0,4.0,5.0,5.0,4.5,4.5,4.0,5.0,5.0,5.0,4.0,4.0,3.5,4.0,3.5,3.5,4.0,3.5,4.0,4.0,4.0,5.0,6.0,3.0,2.0,1,0
MX_VERACRUZ_COATEPEC_EQUIPO1,Mexico,Americas,Volunteer,1,3.9,3.9,5.0,3.0,4.3,4.5,3.7,3.8,5.0,2.5,4.0,5.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,6.0,4.0,2.0,3.9,3.9,5.0,3.0,4.3,4.5,3.7,3.8,5.0,2.5,4.0,5.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,3.0,3.0,6.0,4.0,2.0,1,0
Malinоvska_City_Volunteers,Ukraine,Europe,Volunteer,5,4.2,4.3,4.2,4.5,4.3,4.3,4.5,4.3,4.3,4.1,4.5,4.6,4.2,4.6,4.4,4.2,4.4,4.2,4.4,4.4,4.2,4.4,4.2,4.2,4.2,4.6,4.2,4.6,4.2,4.8,3.4,4.4,4.0,4.2,4.6,6.4,3.6,1.6,3.9,4.2,4.0,4.3,4.0,4.0,4.7,4.2,4.0,4.0,4.5,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,7.0,3.0,1.0,1,0
Manolos,Mexico,Americas,Volunteer,1,2.8,4.9,4.4,5.0,4.7,5.0,1.7,4.2,4.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,2.8,4.9,4.4,5.0,4.7,5.0,1.7,4.2,4.0,4.0,4.5,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,1,0
March 2024 AP Innovation Workshop Volunteering Staff,Asia Pacific network,Asia-Pacific,Staff,12,3.3,4.0,3.9,4.1,4.1,3.7,4.0,4.0,4.1,3.7,4.1,3.8,4.0,4.3,3.8,3.5,4.1,4.1,4.0,4.2,3.9,4.2,4.1,3.9,3.5,4.1,4.2,3.9,4.1,4.2,3.8,3.9,3.7,3.7,4.2,4.9,3.9,3.8,3.2,4.0,3.8,4.3,4.5,3.8,4.3,4.0,4.5,3.8,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.5,4.0,4.0,4.0,4.5,4.0,4.0,3.5,4.5,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0,1
March 2024 AP Innovation Workshop Youth Volunteers,Asia Pacific network,Asia-Pacific,Staff,11,3.1,4.0,4.2,4.2,3.9,3.9,3.8,4.0,4.4,3.5,4.2,4.2,3.9,4.4,3.9,3.9,4.5,4.1,3.9,3.8,4.1,4.3,4.4,4.5,3.7,3.6,3.8,4.0,4.3,4.4,4.1,3.7,3.6,3.4,4.6,4.8,4.4,3.8,3.2,4.0,4.2,4.0,4.0,4.0,3.7,4.0,4.5,3.5,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,0,1
Medical Staff,Ukraine,Europe,Volunteer,1,3.4,3.4,4.2,2.0,4.3,4.0,3.7,4.3,4.0,4.5,4.5,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,3.4,3.4,4.2,2.0,4.3,4.0,3.7,4.3,4.0,4.5,4.5,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,4.0,1,0
Miembros Cruz Roja Salvadoreña,El Salvador,Americas,Volunteer,74,4.1,4.1,4.4,4.1,4.2,4.2,3.7,4.0,4.2,3.5,4.5,4.2,4.3,3.8,4.1,4.4,4.5,4.4,4.3,3.8,4.4,4.6,4.5,4.6,4.0,3.7,3.6,3.7,3.8,4.0,3.9,4.3,3.5,3.5,4.6,6.0,2.9,2.2,4.1,4.4,4.6,4.3,4.3,4.5,4.0,4.2,4.5,3.8,4.5,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,6.0,3.0,2.0,1,0
Mirnohrad_City_Joint_Staff_Volunteers,Ukraine,Europe,Volunteer,20,3.9,4.0,4.1,4.0,3.9,4.2,3.6,4.0,4.2,3.4,4.2,4.1,4.2,3.9,4.3,4.0,4.5,4.0,3.8,3.7,4.2,4.2,4.3,4.0,3.8,3.6,3.6,3.6,3.8,4.1,3.2,4.2,3.4,3.5,4.3,5.4,3.4,2.1,3.9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.5,3.0,2.0,1,0
Mohyliv-PodilskyiYampil_District_JointStaffVolunteers,Ukraine,Europe,Volunteer,9,4.4,4.3,4.2,4.4,4.1,4.4,4.5,4.2,4.2,4.2,4.2,4.4,4.3,4.4,4.3,4.4,4.2,4.2,4.1,4.0,4.4,4.2,4.2,4.1,4.1,4.6,4.2,4.7,4.2,4.6,2.8,4.0,4.2,4.2,4.4,5.7,2.2,1.3,4.3,4.2,4.2,4.0,4.0,4.5,4.3,4.3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,1.0,1,0
Mongolian RC,Mongolia,Asia-Pacific,Volunteer,377,4.1,4.4,4.3,4.4,4.3,4.4,4.4,4.2,4.5,3.6,4.5,4.4,4.2,4.4,4.4,4.4,4.5,4.5,4.2,4.3,4.4,4.4,4.4,4.3,4.3,4.4,4.5,4.4,4.5,4.5,4.2,4.4,3.7,3.6,4.5,5.6,2.6,2.2,4.1,4.5,4.4,4.7,4.3,4.5,4.7,4.3,4.5,4.0,4.5,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,1.0,1,0
Montrouge,DK,DK,Volunteer,2,2.9,4.2,4.4,4.2,4.0,4.2,2.8,3.4,3.2,3.5,3.5,4.5,4.5,3.5,4.5,4.0,4.0,4.0,4.5,3.5,4.5,5.0,4.0,4.0,4.5,2.5,3.0,3.0,2.5,3.5,3.5,3.0,3.0,4.0,4.0,4.0,5.0,3.5,2.9,4.2,4.4,4.2,4.0,4.2,2.8,3.4,3.2,3.5,3.5,4.5,4.5,3.5,4.5,4.0,4.0,4.0,4.5,3.5,4.5,5.0,4.0,4.0,4.5,2.5,3.0,3.0,2.5,3.5,3.5,3.0,3.0,4.0,4.0,4.0,5.0,3.5,1,0
Moti,DK,DK,Volunteer,7,3.4,3.5,3.7,3.4,3.6,3.4,2.9,3.3,2.7,3.5,3.7,3.6,3.0,3.6,3.3,3.4,2.0,3.7,3.6,3.6,3.1,3.1,4.6,3.9,3.6,2.7,2.9,3.1,3.4,4.0,3.6,3.4,3.1,3.9,4.0,5.3,4.4,3.0,3.2,3.6,4.0,3.7,4.0,3.5,3.0,3.3,2.5,3.5,3.5,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,5.0,3.0,1,0
Motiro Leadership Program,IFRC network,Global,Staff,62,3.4,4.1,4.3,4.2,4.1,4.2,3.9,4.0,4.2,3.4,4.3,4.2,4.2,4.3,4.1,4.2,4.4,4.2,4.1,3.8,4.2,4.4,4.2,4.6,3.9,4.0,3.8,4.0,3.9,4.3,3.6,4.1,3.5,3.4,4.5,5.2,3.9,3.4,3.5,4.2,4.4,4.3,4.0,4.2,4.3,4.0,4.0,3.5,4.5,4.5,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.5,4.0,4.0,0,1
